point
300
286	302	16
292	329	18
274	323	19
170	348	20
196	317	20
292	354	20
330	331	21
207	296	21
168	354	22
171	317	22
157	327	23
164	311	24
327	249	24
287	277	25
313	358	25
173	303	25
159	349	26
301	272	26
290	259	26
355	320	26
306	325	27
152	332	27
294	289	29
190	262	29
208	301	29
205	313	29
190	359	30
314	355	30
296	231	30
317	211	30
322	208	30
313	346	31
300	285	31
160	265	31
143	304	31
140	321	31
335	318	32
350	281	32
337	351	33
338	276	33
332	295	33
348	223	32
160	310	33
138	265	33
165	207	34
145	272	34
158	277	34
121	286	35
213	192	35
212	341	36
152	293	36
156	244	36
193	224	36
185	186	36
222	190	36
301	306	36
304	216	37
212	336	37
219	178	38
189	238	38
165	372	38
205	330	38
362	235	38
361	285	38
351	305	38
299	299	39
384	314	39
142	268	39
171	215	40
151	268	40
332	338	40
339	307	40
373	242	41
164	186	41
121	355	41
107	327	41
98	319	42
144	275	42
128	238	42
266	161	42
362	319	42
385	306	42
342	193	43
343	220	43
378	248	43
354	228	44
315	160	44
207	312	44
135	331	45
118	223	45
365	268	45
366	204	45
333	181	46
224	158	46
308	383	47
336	317	47
329	176	47
127	330	48
132	285	48
119	211	48
203	340	48
145	272	49
362	245	49
91	307	50
133	246	50
193	156	50
169	260	51
128	204	51
387	302	51
367	174	51
373	368	51
331	369	51
350	208	52
167	372	52
113	238	52
121	219	52
184	187	52
203	355	53
322	246	53
401	256	53
339	351	54
86	293	54
76	273	54
147	227	54
85	300	55
333	141	55
345	278	56
387	223	56
164	157	56
213	341	56
169	367	56
213	306	57
195	347	57
159	384	57
147	365	57
156	274	57
144	145	57
371	354	57
361	206	57
414	261	57
362	378	58
410	275	58
404	221	58
158	288	58
96	271	58
180	147	58
133	267	59
395	223	59
364	335	59
354	256	60
354	304	60
93	322	60
99	208	60
133	358	61
129	342	61
99	263	61
150	131	62
377	328	62
343	282	62
312	357	62
192	357	62
115	190	63
101	204	63
153	251	63
214	312	63
177	379	63
410	238	63
379	141	63
157	161	64
186	367	64
152	367	64
168	352	65
96	333	65
203	300	65
151	190	65
112	168	65
74	244	65
401	298	65
192	365	66
153	245	66
128	207	66
124	174	66
172	141	67
114	363	67
89	291	67
299	371	67
374	335	67
180	133	68
150	200	68
199	243	68
207	307	68
87	313	69
127	203	69
107	241	69
367	337	70
372	341	70
161	155	70
228	285	70
130	149	71
180	188	71
85	233	71
363	258	71
336	379	72
366	283	72
92	258	72
127	176	72
88	217	72
126	310	73
69	253	73
398	252	73
322	356	73
302	366	74
412	233	74
174	124	74
162	152	74
89	178	74
152	374	75
211	269	75
165	175	75
139	311	76
99	250	76
75	250	76
171	368	77
86	292	77
78	231	77
426	224	77
376	228	77
387	292	78
423	235	78
401	129	78
206	286	78
155	350	78
170	362	78
408	161	79
385	165	79
107	292	80
229	270	81
423	222	81
376	240	81
408	219	82
385	272	82
144	176	82
166	212	82
186	375	82
224	263	82
111	224	83
96	218	83
387	333	83
333	334	84
339	363	84
247	266	85
105	293	85
347	372	85
297	336	85
401	178	85
367	321	85
355	377	86
311	351	86
288	321	86
210	235	86
100	183	87
391	293	88
94	185	88
66	201	88
111	308	88
242	240	88
312	327	90
177	263	91
232	259	91
382	338	91
102	325	92
241	242	92
191	344	92
75	231	92
165	244	92
77	206	93
420	290	94
138	343	94
94	329	95
193	322	95
387	325	95
353	303	96
240	253	96
107	268	97
428	289	97
381	335	97
337	358	98
170	345	99
171	349	100
157	284	101
149	349	103
327	333	103
341	354	104
107	322	104
199	284	104
194	309	105
324	332	105
127	312	106
199	320	109
137	338	110
